ATGC#,genomes,numgenomes,superkingdom,phylum,order,commontaxa,COGorgs,mediandnmin,mediandnmax,mediandsmin,mediandsmax,mediandndsmin,mediandndsmax,genomesizemin,genomesizemax,genomesizeavg,numgenesmin,numgenesmax,numgenesavg,gcmin,gcmax,gcavg
ATGC278,Thermococcus barophilus/paralvinellae,3,[2157] {superkingdom} Archaea,[28890] {phylum} Euryarchaeota,[2258] {order} Thermococcales,[2263] {genus} Thermococcus,,0.0,0.0,0.0,0.8,0.1,0.2,2.0,2.4,2.1,2054,2503,2242,40.3,41.8,41.3
ATGC279,Thermococcus 2319x1/litoralis/sibiricus,3,[2157] {superkingdom} Archaea,[28890] {phylum} Euryarchaeota,[2258] {order} Thermococcales,[2263] {genus} Thermococcus,,0.0,0.1,0.3,3.0,0.0,0.1,1.8,2.2,2.0,1912,2292,2082,40.2,44.6,42.6
ATGC280,Thermococcus peptonophilus/kodakarensis,2,[2157] {superkingdom} Archaea,[28890] {phylum} Euryarchaeota,[2258] {order} Thermococcales,[2263] {genus} Thermococcus,Thekod,0.0,0.0,0.5,0.5,0.1,0.1,1.9,2.1,2.0,1969,2231,2100,51.7,52.0,51.9
ATGC281,Methanobacterium formicicum/MB1,4,[2157] {superkingdom} Archaea,[28890] {phylum} Euryarchaeota,[2158] {order} Methanobacteriales,[2160] {genus} Methanobacterium,,0.0,0.0,0.0,0.4,0.1,0.2,2.0,2.5,2.4,1940,2346,2238,39.7,41.3,40.8
ATGC282,Methanoculleus bourgensis/MAB1,2,[2157] {superkingdom} Archaea,[28890] {phylum} Euryarchaeota,[2191] {order} Methanomicrobiales,[45989] {genus} Methanoculleus,Metbou,0.0,0.0,0.1,0.1,0.1,0.1,2.8,2.9,2.8,2308,2492,2400,60.3,60.6,60.5
ATGC283,Archaeoglobus fulgidus,2,[2157] {superkingdom} Archaea,[28890] {phylum} Euryarchaeota,[2231] {order} Archaeoglobales,[2234] {species} Archaeoglobus fulgidus,Arcful,0.0,0.0,0.0,0.0,0.2,0.2,2.2,2.3,2.2,2353,2488,2420,48.1,48.6,48.4
ATGC284,Proteus mirabilis/vulgaris,4,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[91347] {order} Enterobacteriales,[583] {genus} Proteus,Promir,0.0,0.0,0.0,0.0,0.2,0.5,3.8,4.1,3.9,3136,3599,3311,38.6,38.9,38.8
ATGC285,Providencia stuartii,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[91347] {order} Enterobacteriales,[588] {species} Providencia stuartii,Prostu,0.0,0.0,0.0,0.0,0.4,0.5,4.3,4.4,4.3,3784,3865,3816,41.3,41.6,41.4
ATGC286,Serratia marcescens/rubidaea,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[91347] {order} Enterobacteriales,[613] {genus} Serratia,,0.0,0.0,0.1,0.1,0.1,0.1,4.9,4.9,4.9,4290,4379,4334,58.9,59.2,59.0
ATGC287,Pantoea carbekii,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[91347] {order} Enterobacteriales,[1235990] {species} Candidatus Pantoea carbekii,Halh04,0.0,0.0,0.0,0.0,0.3,0.3,1.2,1.2,1.2,755,791,773,30.4,30.6,30.5
ATGC288,Xenorhabdus bovienii,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[91347] {order} Enterobacteriales,[40576] {species} Xenorhabdus bovienii,,0.0,0.0,0.1,0.1,0.1,0.1,4.2,4.8,4.5,3536,4112,3824,44.7,45.0,44.9
ATGC289,Serratia fonticola,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[91347] {order} Enterobacteriales,[47917] {species} Serratia fonticola,,0.0,0.0,0.1,0.1,0.1,0.1,6.0,6.3,6.2,5177,5531,5354,53.6,53.7,53.7
ATGC290,Bacillus pumilus/WP8,10,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1386] {genus} Bacillus,,0.0,0.0,0.0,0.6,0.0,0.2,3.7,3.9,3.8,3551,3786,3673,41.3,41.6,41.4
ATGC291,Lysinibacillus sphaericus/fusiformis,4,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[400634] {genus} Lysinibacillus,,0.0,0.0,0.0,0.3,0.1,0.5,4.7,4.8,4.8,4300,4548,4446,37.2,37.6,37.3
ATGC292,Bacillus mycoides/thuringiensis,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[86661] {species group} Bacillus cereus group,,0.0,0.0,0.0,0.0,0.4,0.4,5.7,5.7,5.7,5301,5323,5312,35.6,35.6,35.6
ATGC293,Anoxybacillus flavithermus/gonensis,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[150247] {genus} Anoxybacillus,Anofla,0.0,0.0,0.6,0.6,0.1,0.1,2.8,2.8,2.8,2784,2786,2785,41.7,41.8,41.8
ATGC294,Solibacillus silvestris,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[76853] {species} Solibacillus silvestris,Solsil,0.0,0.0,0.0,0.0,0.2,0.2,4.0,4.0,4.0,3754,3800,3777,38.6,38.6,38.6
ATGC295,Bacillus clausii,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[79880] {species} Bacillus clausii,,0.0,0.0,0.0,0.0,0.3,0.3,4.3,4.3,4.3,4090,4125,4107,44.7,44.8,44.8
ATGC296,Streptococcus anginosus/constellatus/intermedius,11,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[671232] {species group} Streptococcus anginosus group,,0.0,0.0,0.0,0.7,0.1,0.5,1.9,2.2,2.0,1759,2015,1831,37.6,39.0,38.3
ATGC297,Streptococcus parauberis,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[1348] {species} Streptococcus parauberis,,0.0,0.0,0.0,0.0,0.3,0.3,2.1,2.2,2.2,1839,2055,1947,35.5,35.5,35.5
ATGC298,Streptococcus gordonii,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[1302] {species} Streptococcus gordonii,,0.0,0.0,0.2,0.2,0.1,0.1,2.2,2.3,2.2,2003,2107,2055,40.5,40.6,40.5
ATGC299,Pseudomonas L10/fragi,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[72274] {order} Pseudomonadales,[286] {genus} Pseudomonas,,0.0,0.0,0.3,0.3,0.1,0.1,5.1,5.1,5.1,4321,4445,4383,58.2,58.6,58.4
ATGC300,Pseudomonas citronellolis/knackmussii,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[72274] {order} Pseudomonadales,[286] {genus} Pseudomonas,,0.0,0.0,0.8,0.8,0.1,0.1,6.2,7.0,6.6,5551,5936,5743,65.6,67.1,66.3
ATGC301,Pseudomonas 20/stutzeri,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[72274] {order} Pseudomonadales,[286] {genus} Pseudomonas,,0.1,0.1,1.3,1.3,0.1,0.1,3.7,4.2,3.9,3318,3742,3530,61.2,63.2,62.2
ATGC302,Staphylococcus haemolyticus,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1283] {species} Staphylococcus haemolyticus,,0.0,0.0,0.0,0.0,0.1,0.1,2.6,2.7,2.6,2327,2470,2398,32.8,32.8,32.8
ATGC303,Staphylococcus pasteuri/warneri,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1279] {genus} Staphylococcus,,0.0,0.0,0.2,0.2,0.1,0.1,2.6,2.6,2.6,2362,2377,2369,32.7,32.7,32.7
ATGC304,Staphylococcus schleiferi,5,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1295] {species} Staphylococcus schleiferi,,0.0,0.0,0.0,0.0,0.1,0.8,2.4,2.6,2.5,2153,2333,2242,35.8,36.0,35.9
ATGC305,Staphylococcus hyicus/agnetis,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1279] {genus} Staphylococcus,,0.0,0.0,1.2,1.2,0.0,0.0,2.5,2.5,2.5,2256,2358,2307,35.6,35.7,35.7
ATGC306,Staphylococcus saprophyticus,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[29385] {species} Staphylococcus saprophyticus,,0.0,0.0,0.0,0.0,0.3,0.4,2.6,2.7,2.6,2340,2428,2372,33.2,33.2,33.2
ATGC307,Staphylococcus xylosus,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1288] {species} Staphylococcus xylosus,,0.0,0.0,0.0,0.1,0.1,0.2,2.8,2.9,2.8,2468,2553,2511,32.7,32.9,32.8
ATGC308,Staphylococcus condimenti/carnosus,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[1279] {genus} Staphylococcus,,0.0,0.0,0.4,0.4,0.0,0.0,2.6,2.7,2.6,2357,2427,2392,34.6,34.7,34.7
ATGC309,Campylobacter lari/subantarcticus/RM16704/volucris/peloridis,12,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[213849] {order} Campylobacterales,[194] {genus} Campylobacter,,0.0,0.1,0.0,3.1,0.0,0.1,1.5,1.9,1.6,1459,1774,1560,28.5,29.9,29.4
ATGC310,Campylobacter fetus,8,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[213849] {order} Campylobacterales,[196] {species} Campylobacter fetus,,0.0,0.0,0.0,0.4,0.1,0.4,1.8,2.0,1.9,1686,1950,1802,33.1,33.3,33.2
ATGC311,Campylobacter iguaniorum,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[213849] {order} Campylobacterales,[1244531] {species} Campylobacter iguaniorum,,0.0,0.0,0.0,0.0,0.3,0.3,1.8,1.8,1.8,1757,1827,1792,35.7,35.7,35.7
ATGC312,Campylobacter concisus,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[213849] {order} Campylobacterales,[199] {species} Campylobacter concisus,,0.0,0.0,0.5,0.5,0.1,0.1,1.8,2.1,2.0,1765,2035,1900,37.6,39.3,38.5
ATGC313,Burkholderia glumae/plantarii,4,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[32008] {genus} Burkholderia,,0.0,0.0,0.0,0.4,0.1,0.3,6.8,8.1,7.5,5546,6426,6055,67.9,68.8,68.4
ATGC314,Paraburkholderia caribensis/phymatum,4,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[1822464] {genus} Paraburkholderia,,0.0,0.0,0.0,0.7,0.1,0.3,8.7,9.5,9.1,7419,8119,7785,62.3,62.6,62.4
ATGC315,Paraburkholderia xenovorans/phytofirmans,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[1822464] {genus} Paraburkholderia,Burxen,0.0,0.0,0.0,0.5,0.1,1.4,8.2,9.7,9.2,7134,8376,7946,62.3,62.6,62.5
ATGC316,Burkholderia gladioli,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[28095] {species} Burkholderia gladioli,,0.0,0.0,0.1,0.1,0.1,0.1,8.9,9.1,9.0,7225,7410,7317,67.4,67.6,67.5
ATGC317,Burkholderia PAMC,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[32008] {genus} Burkholderia,,0.0,0.0,0.0,0.0,0.2,0.2,6.9,7.4,7.2,6078,6336,6207,59.0,60.0,59.5
ATGC318,Mycobacterium neoaurum/NRRL,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1763] {genus} Mycobacterium,,0.0,0.0,0.0,0.0,undetermined,undetermined,5.4,5.4,5.4,4947,4948,4947,66.9,66.9,66.9
ATGC319,Mycobacterium kansasii,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1768] {species} Mycobacterium kansasii,,0.0,0.0,0.0,0.0,0.6,0.6,6.4,6.6,6.5,5296,5454,5375,66.2,66.2,66.2
ATGC320,Mycobacterium VKM/fortuitum,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1763] {genus} Mycobacterium,,0.0,0.0,0.0,0.0,0.2,0.2,6.3,6.3,6.3,5827,5914,5870,66.2,66.2,66.2
ATGC321,Pediococcus damnosus,5,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[51663] {species} Pediococcus damnosus,,0.0,0.0,0.0,0.0,0.4,0.7,2.2,2.5,2.3,1926,2196,2054,38.3,38.6,38.4
ATGC322,Weissella ceti,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[759620] {species} Weissella ceti,,0.0,0.0,0.0,0.0,0.4,0.8,1.4,1.4,1.4,1239,1272,1250,40.7,40.8,40.7
ATGC323,Pediococcus pentosaceus,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[1255] {species} Pediococcus pentosaceus,,0.0,0.0,0.0,0.0,0.2,0.2,1.8,1.8,1.8,1673,1707,1690,37.3,37.4,37.3
ATGC324,Mycoplasma hominis,4,[2] {superkingdom} Bacteria,[544448] {phylum} Tenericutes,[2085] {order} Mycoplasmatales,[2098] {species} Mycoplasma hominis,,0.0,0.0,0.1,0.1,0.1,0.1,0.7,0.7,0.7,541,570,557,26.9,27.4,27.1
ATGC325,Mesoplasma florum,2,[2] {superkingdom} Bacteria,[544448] {phylum} Tenericutes,[186328] {order} Entomoplasmatales,[2151] {species} Mesoplasma florum,Mesflo,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.8,0.8,680,723,701,27.0,27.0,27.0
ATGC326,Mycoplasma synoviae,2,[2] {superkingdom} Bacteria,[544448] {phylum} Tenericutes,[2085] {order} Mycoplasmatales,[2109] {species} Mycoplasma synoviae,,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.8,0.8,658,697,677,28.3,28.5,28.4
ATGC327,Mycoplasma californicum,2,[2] {superkingdom} Bacteria,[544448] {phylum} Tenericutes,[2085] {order} Mycoplasmatales,[2113] {species} Mycoplasma californicum,,0.0,0.0,0.0,0.0,0.3,0.3,0.8,0.8,0.8,626,630,628,30.8,30.8,30.8
ATGC328,Mycoplasma canis,2,[2] {superkingdom} Bacteria,[544448] {phylum} Tenericutes,[2085] {order} Mycoplasmatales,[29555] {species} Mycoplasma canis,,0.0,0.0,0.1,0.1,0.1,0.1,0.9,1.0,0.9,639,694,666,27.0,27.2,27.1
ATGC329,Chlamydia/Chlamydophila,4,[2] {superkingdom} Bacteria,[204428] {phylum} Chlamydiae,[51291] {order} Chlamydiales,[85991] {species} Chlamydia pecorum,,0.0,0.0,0.0,0.0,0.4,0.6,1.1,1.1,1.1,930,933,931,41.1,41.1,41.1
ATGC330,Corynebacterium aurimucosum/singulare,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1716] {genus} Corynebacterium,,0.1,0.1,1.5,1.5,0.0,0.0,2.8,2.8,2.8,2469,2553,2511,60.1,60.6,60.4
ATGC331,Corynebacterium simulans,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[146827] {species} Corynebacterium simulans,,0.0,0.0,0.1,0.1,0.1,0.1,2.6,2.7,2.7,2278,2441,2359,59.0,59.3,59.1
ATGC332,Corynebacterium humireducens/marinum,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1716] {genus} Corynebacterium,,0.1,0.1,2.1,2.1,0.0,0.0,2.7,2.7,2.7,2437,2482,2459,67.8,68.6,68.2
ATGC333,Corynebacterium variabile/terpenotabidum,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85007] {order} Corynebacteriales,[1716] {genus} Corynebacterium,,0.1,0.1,1.8,1.8,0.0,0.0,2.8,3.4,3.1,2333,2955,2644,67.0,67.1,67.0
ATGC334,Anaplasma phagocytophilum,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[766] {order} Rickettsiales,[948] {species} Anaplasma phagocytophilum,Anapha,0.0,0.0,0.0,0.0,0.5,1.2,1.5,1.5,1.5,1055,1063,1058,41.6,41.6,41.6
ATGC335,Wolbachia endosymbiont,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[766] {order} Rickettsiales,[953] {genus} Wolbachia,,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,1.0,642,643,642,32.1,32.1,32.1
ATGC336,Vibrio/Listonella,3,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135623] {order} Vibrionales,[55601] {species} Vibrio anguillarum,Lisang,0.0,0.0,0.0,0.0,0.6,0.8,4.1,4.4,4.2,3406,3772,3552,44.4,44.5,44.5
ATGC337,Vibrio furnissii/fluvialis,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135623] {order} Vibrionales,[662] {genus} Vibrio,,0.0,0.0,0.8,0.8,0.0,0.0,4.8,4.9,4.9,4303,4351,4327,49.9,50.7,50.3
ATGC338,Vibrio coralliilyticus,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135623] {order} Vibrionales,[190893] {species} Vibrio coralliilyticus,,0.0,0.0,0.1,0.1,0.1,0.1,5.7,6.0,5.9,4974,5527,5250,45.5,45.8,45.6
ATGC339,Bordetella holmesii/hinzii/avium,7,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[517] {genus} Bordetella,,0.0,0.1,0.0,1.7,0.0,0.7,3.7,4.9,4.0,3086,4483,3596,61.6,67.1,63.8
ATGC340,Achromobacter xylosoxidans/denitrificans,4,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[80840] {order} Burkholderiales,[222] {genus} Achromobacter,,0.0,0.0,0.0,0.5,0.0,0.1,6.1,6.9,6.5,5380,6027,5693,67.4,68.3,67.9
ATGC341,Bifidobacterium adolescentis/dentium/kashiwanohense/catenulatum/pseudocatenulatum,9,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85004] {order} Bifidobacteriales,[1678] {genus} Bifidobacterium,,0.0,0.1,0.0,1.4,0.0,0.2,2.1,2.6,2.3,1613,2094,1806,56.1,59.3,57.8
ATGC342,Bifidobacterium indicum/coryneforme,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85004] {order} Bifidobacteriales,[1678] {genus} Bifidobacterium,,0.0,0.0,0.0,0.0,0.2,0.2,1.7,1.8,1.7,1310,1335,1322,60.5,60.5,60.5
ATGC343,Bifidobacterium angulatum,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85004] {order} Bifidobacteriales,[1683] {species} Bifidobacterium angulatum,,0.0,0.0,0.0,0.0,0.2,0.2,2.0,2.1,2.0,1504,1556,1530,59.3,59.4,59.3
ATGC344,Clostridium botulinum,5,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1491] {species} Clostridium botulinum,,0.0,0.0,0.0,0.3,0.1,0.3,3.6,3.9,3.7,3065,3442,3209,27.4,27.5,27.4
ATGC345,Clostridium beijerinckii/pasteurianum,4,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1485] {genus} Clostridium,,0.0,0.0,0.0,0.1,0.1,0.1,6.0,6.5,6.2,5021,5426,5136,29.8,30.0,29.9
ATGC346,Clostridium autoethanogenum/ljungdahlii,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1485] {genus} Clostridium,,0.0,0.0,0.0,0.0,0.1,0.5,4.4,4.6,4.4,3741,4081,3882,31.1,31.1,31.1
ATGC347,Ruminiclostridium thermocellum,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1515] {species} Ruminiclostridium thermocellum,,0.0,0.0,0.0,0.0,0.4,0.5,3.6,3.8,3.7,2975,3224,3064,39.0,39.2,39.1
ATGC348,Clostridium tetani,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1513] {species} Clostridium tetani,,0.0,0.0,0.1,0.1,0.1,0.1,2.9,2.9,2.9,2614,2706,2660,28.6,28.7,28.6
ATGC349,Clostridium stercorarium,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1121335] {no rank} [Clostridium] stercorarium subsp. stercorarium DSM 8532,,0.0,0.0,0.0,0.0,0.7,0.7,3.0,3.0,3.0,2524,2535,2529,42.2,42.3,42.2
ATGC350,Clostridium butyricum,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1492] {species} Clostridium butyricum,,0.0,0.0,0.0,0.0,0.1,0.1,4.6,4.6,4.6,3893,3921,3907,28.7,28.7,28.7
ATGC351,Clostridium pasteurianum,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186802] {order} Clostridiales,[1262449] {no rank} Clostridium pasteurianum DSM 525 = ATCC 6013,,0.0,0.0,0.0,0.0,undetermined,undetermined,4.4,4.4,4.4,3791,3791,3791,29.9,29.9,29.9
ATGC352,Xanthomonas translucens/sacchari,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135614] {order} Xanthomonadales,[338] {genus} Xanthomonas,,0.1,0.1,0.7,0.7,0.1,0.1,4.6,5.0,4.8,3585,3836,3710,68.1,69.0,68.5
ATGC353,Streptomyces ambofaciens/lividans/CCM,4,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85011] {order} Streptomycetales,[1883] {genus} Streptomyces,,0.0,0.0,0.0,0.8,0.1,0.2,8.1,8.4,8.3,6821,7379,7115,72.1,72.3,72.2
ATGC354,Streptomyces leeuwenhoekii/cyaneogriseus,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85011] {order} Streptomycetales,[1883] {genus} Streptomyces,,0.0,0.0,0.1,0.1,0.1,0.1,7.8,8.1,7.9,6152,6592,6372,72.7,72.9,72.8
ATGC355,Streptomyces PAMC/pratensis,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85011] {order} Streptomycetales,[1883] {genus} Streptomyces,,0.0,0.0,0.0,0.0,0.2,0.2,7.6,7.7,7.6,6436,6497,6466,71.0,71.0,71.0
ATGC356,Streptomyces venezuelae,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85011] {order} Streptomycetales,[54571] {species} Streptomyces venezuelae,,0.0,0.0,0.0,0.0,0.3,0.3,9.0,9.1,9.0,7618,7672,7645,71.7,71.7,71.7
ATGC357,Streptomyces albulus,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85011] {order} Streptomycetales,[68570] {species} Streptomyces albulus,,0.0,0.0,0.0,0.0,0.2,0.2,9.4,9.8,9.6,7524,7992,7758,72.1,72.3,72.2
ATGC358,Streptomyces albus,2,[2] {superkingdom} Bacteria,[201174] {phylum} Actinobacteria,[85011] {order} Streptomycetales,[1888] {species} Streptomyces albus,,0.0,0.0,0.0,0.0,0.1,0.1,6.8,7.2,7.0,5746,5992,5869,73.3,73.3,73.3
ATGC359,Paenibacillus FSL/borealis,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[44249] {genus} Paenibacillus,,0.0,0.0,0.1,0.3,0.1,0.1,7.7,8.4,8.1,6344,6916,6652,51.1,51.4,51.2
ATGC360,Paenibacillus FSL/odorifer,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[44249] {genus} Paenibacillus,,0.0,0.0,0.3,0.7,0.1,0.1,6.8,6.8,6.8,5711,5781,5748,43.7,44.2,43.9
ATGC361,Paenibacillus durus/sabinae,3,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[44249] {genus} Paenibacillus,,0.0,0.1,0.2,0.7,0.1,0.1,5.3,6.1,5.6,4634,5140,4922,50.8,52.6,51.5
ATGC362,Paenibacillus FSL,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[44249] {genus} Paenibacillus,,0.0,0.0,0.4,0.4,0.1,0.1,6.9,7.3,7.1,5815,6051,5933,51.2,51.9,51.5
ATGC363,Paenibacillus graminis/riograndensis,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[1385] {order} Bacillales,[44249] {genus} Paenibacillus,,0.0,0.0,0.2,0.2,0.1,0.1,7.2,7.9,7.5,5982,6467,6224,50.6,51.0,50.8
ATGC364,Alteromonas stellipolaris/SN2/addita/Mac1,7,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135622] {order} Alteromonadales,[226] {genus} Alteromonas,Altsn2,0.0,0.0,0.0,0.4,0.1,0.5,4.6,5.0,4.8,3856,4172,3956,43.5,43.6,43.6
ATGC365,Alteromonas australica,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135622] {order} Alteromonadales,[589873] {species} Alteromonas australica,,0.0,0.0,0.0,0.0,0.3,0.3,4.3,4.5,4.4,3412,3659,3535,44.9,44.9,44.9
ATGC366,Marinobacter BSs20148/psychrophilus,2,[2] {superkingdom} Bacteria,[1224] {phylum} Proteobacteria,[135622] {order} Alteromonadales,[2742] {genus} Marinobacter,,0.0,0.0,0.1,0.1,0.2,0.2,4.0,4.1,4.0,3495,3569,3532,53.8,54.1,54.0
ATGC367,Enterococcus durans,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[53345] {species} Enterococcus durans,,0.0,0.0,0.0,0.0,0.8,0.8,3.1,3.1,3.1,2569,2595,2582,37.8,37.8,37.8
ATGC368,Enterococcus gallinarum/casseliflavus,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[1350] {genus} Enterococcus,,0.0,0.0,0.1,0.1,0.1,0.1,3.4,3.8,3.6,3088,3334,3211,42.3,42.8,42.5
ATGC369,Carnobacterium 17/inhibens,2,[2] {superkingdom} Bacteria,[1239] {phylum} Firmicutes,[186826] {order} Lactobacillales,[2747] {genus} Carnobacterium,,0.1,0.1,1.5,1.5,0.0,0.0,2.5,2.7,2.6,2252,2444,2348,35.2,35.2,35.2
ATGC370,Pseudothermotoga lettingae/elfii,2,[2] {superkingdom} Bacteria,[200918] {phylum} Thermotogae,[2419] {order} Thermotogales,[1643951] {genus} Pseudothermotoga,,0.0,0.0,0.0,0.0,0.3,0.3,2.1,2.2,2.2,2047,2062,2054,38.7,38.7,38.7
ATGC371,Fervidobacterium pennivorans/islandicum,2,[2] {superkingdom} Bacteria,[200918] {phylum} Thermotogae,[2419] {order} Thermotogales,[2422] {genus} Fervidobacterium,Ferpen,0.1,0.1,2.3,2.3,0.0,0.0,2.2,2.2,2.2,1929,1943,1936,38.9,40.7,39.8
